string,dom_number,dom_x,dom_y,dom_z
25.0,5.0,-121.77,-171.03,434.19
87.0,39.0,27.0084576,-31.316284,-268.9914731
88.0,30.0,62.6751236,-35.288784,-241.8685269
88.0,30.0,62.498299,-35.1119594,-241.9914731
88.0,57.0,62.6751236,-35.038716,-322.9914731
88.0,59.0,62.623333,-35.0876639,-329.074662
89.0,45.0,89.415034,-59.0505406,-286.9914731
90.0,51.0,57.2382094,-83.810034,-304.9914731
91.0,10.0,47.2382094,-57.137534,298.0085269
91.0,27.0,47.29,-56.936413900000005,-233.07466200000002
91.0,68.0,47.164966,-56.960709400000006,-355.9914731
93.0,1.0,14.29,-80.6398361,572.925338
93.0,4.0,14.366086099999999,-80.56375,497.925338
89.0,59.0,89.3660861,-58.99875,-328.785338
90.0,44.0,57.29,-83.7610861,-284.074662
90.0,51.0,57.415034,-83.6332094,-304.8685269
90.0,87.0,57.2382094,-83.810034,-412.9914731
92.0,75.0,18.29,-51.1298361,-376.785338
93.0,80.0,14.3417906,-80.438716,-391.9914731
23.0,9.0,-368.93,-210.23,364.37
23.0,12.0,-368.93,-210.23,313.31
24.0,17.0,-245.65,-190.49,229.15
34.0,20.0,-200.55,-74.03,200.03
34.0,32.0,-200.55,-74.03,-4.22
34.0,33.0,-200.55,-74.03,-21.24
54.0,43.0,-111.51,159.98,-214.34
55.0,39.0,11.87,179.19,-144.44
93.0,105.0,14.164966,-80.6155406,-466.8685269
93.0,110.0,14.3417906,-80.438716,-481.8685269
62.0,13.0,-189.98,257.42,297.11
89.0,56.0,89.29,-58.9226639,-319.785338
92.0,41.0,18.29,-51.1298361,-274.785338
93.0,30.0,14.29,-80.6398361,-242.07466200000002
93.0,35.0,14.3417906,-80.438716,-256.8685269
93.0,35.0,14.29,-80.4876639,-257.074662
93.0,42.0,14.3417906,-80.688784,-277.8685269
88.0,32.0,62.498299,-35.2155406,-247.9914731
88.0,38.0,62.498299,-35.1119594,-265.8685269
90.0,27.0,57.3660861,-83.685,-233.07466200000002
90.0,47.0,57.2382094,-83.810034,-292.9914731
93.0,54.0,14.2139139,-80.56375,-314.074662
92.0,53.0,18.164966,-51.001959400000004,-310.9914731
93.0,54.0,14.3417906,-80.688784,-313.9914731
93.0,59.0,14.366086099999999,-80.56375,-328.785338
93.0,59.0,14.29,-80.6398361,-328.785338
88.0,101.0,62.6751236,-35.038716,-454.8685269
89.0,50.0,89.29,-58.9226639,-301.785338
89.0,53.0,89.3660861,-58.99875,-310.785338
93.0,87.0,14.29,-80.6398361,-413.074662
20.0,2.0,326.85,-209.07,481.4
29.0,20.0,371.56,-92.18,179.19
29.0,22.0,371.56,-92.18,145.15
29.0,24.0,371.56,-92.18,111.11
88.0,59.0,62.571542400000006,-35.288784,-328.9914731
90.0,51.0,57.2382094,-83.559966,-304.8685269
91.0,27.0,47.164966,-56.960709400000006,-232.9914731
92.0,54.0,18.29,-51.1298361,-314.074662
92.0,62.0,18.2382094,-50.928716,-337.9914731
82.0,41.0,106.94,27.09,-371.02
87.0,5.0,27.081701,-31.1394594,423.0085269
87.0,10.0,26.956667,-31.2673361,297.925338
87.0,23.0,26.880580899999998,-31.19125,-220.785338
87.0,86.0,26.880580899999998,-31.19125,-409.785338
91.0,23.0,47.341790599999996,-57.137534,-220.9914731
93.0,50.0,14.29,-80.6398361,-302.074662
90.0,92.0,57.164966,-83.6332094,-427.8685269
87.0,27.0,26.9048764,-31.066216,-232.8685269
87.0,32.0,26.9048764,-31.066216,-247.8685269
87.0,39.0,26.956667,-31.1151639,-268.785338
87.0,74.0,27.0084576,-31.316284,-373.9914731
88.0,32.0,62.498299,-35.1119594,-247.8685269
91.0,95.0,47.341790599999996,-56.887466,-436.8685269
92.0,3.0,18.2382094,-50.928716,523.0085269000001
92.0,3.0,18.29,-50.9776639,522.925338
92.0,8.0,18.164966,-51.001959400000004,348.1314731
92.0,24.0,18.29,-51.05375,-223.93
92.0,29.0,18.213913899999998,-51.05375,-238.785338
92.0,32.0,18.29,-51.1298361,-248.07466200000002
92.0,35.0,18.3417906,-50.928716,-256.8685269
93.0,38.0,14.238209399999999,-80.438716,-265.8685269
87.0,93.0,27.081701,-31.2430406,-430.9914731
87.0,99.0,27.0084576,-31.066216,-448.9914731
87.0,102.0,27.081701,-31.1394594,-457.8685269
91.0,33.0,47.341790599999996,-57.137534,-250.8685269
91.0,87.0,47.2139139,-57.0125,-413.074662
87.0,59.0,27.081701,-31.2430406,-328.8685269
88.0,23.0,62.547246900000005,-35.16375,-221.07466200000002
88.0,86.0,62.498299,-35.2155406,-409.8685269
88.0,87.0,62.6751236,-35.038716,-412.9914731
89.0,32.0,89.34179060000001,-58.873716,-247.8685269
92.0,74.0,18.2382094,-51.178784,-373.8685269
93.0,93.0,14.3417906,-80.688784,-430.9914731
22.0,12.0,-492.43,-230.16,310.38
22.0,13.0,-492.43,-230.16,293.36
22.0,20.0,-492.43,-230.16,174.21
24.0,38.0,-245.65,-190.49,-127.9
35.0,48.0,-77.8,-54.33,-297.27
81.0,25.0,41.6,35.49,-256.02
85.0,33.0,-9.68,-79.5,-310.6
87.0,59.0,26.831633,-31.2430406,-328.9914731
87.0,71.0,26.831633,-31.2430406,-364.9914731
87.0,83.0,26.831633,-31.1394594,-400.8685269
87.0,89.0,27.0327531,-31.19125,-418.785338
88.0,39.0,62.571542400000006,-35.038716,-268.9914731
88.0,65.0,62.498299,-35.2155406,-346.9914731
88.0,72.0,62.623333,-35.16375,-367.93
88.0,80.0,62.498299,-35.1119594,-391.8685269
89.0,59.0,89.21391390000001,-58.99875,-329.074662
89.0,81.0,89.21391390000001,-58.99875,-394.785338
90.0,62.0,57.2382094,-83.559966,-337.9914731
90.0,93.0,57.164966,-83.6332094,-430.8685269
91.0,59.0,47.29,-57.0885861,-329.074662
91.0,63.0,47.164966,-56.960709400000006,-340.8685269
91.0,68.0,47.341790599999996,-57.137534,-355.8685269
91.0,69.0,47.2382094,-57.137534,-358.9914731
91.0,71.0,47.164966,-57.0642906,-364.8685269
91.0,90.0,47.29,-57.0885861,-422.074662
91.0,106.0,47.29,-57.0125,-469.683
92.0,51.0,18.213913899999998,-51.05375,-304.785338
92.0,59.0,18.164966,-51.001959400000004,-328.9914731
92.0,62.0,18.164966,-51.001959400000004,-337.9914731
92.0,65.0,18.213913899999998,-51.05375,-347.074662
92.0,66.0,18.415034,-51.001959400000004,-349.9914731
92.0,68.0,18.213913899999998,-51.05375,-356.074662
92.0,71.0,18.164966,-51.1055406,-364.8685269
92.0,74.0,18.29,-50.9776639,-374.074662
92.0,77.0,18.164966,-51.001959400000004,-382.9914731
92.0,78.0,18.415034,-51.001959400000004,-385.8685269
92.0,81.0,18.415034,-51.1055406,-394.8685269
92.0,83.0,18.29,-50.9776639,-400.785338
92.0,89.0,18.3417906,-50.928716,-418.9914731
93.0,45.0,14.29,-80.4876639,-286.785338
93.0,45.0,14.238209399999999,-80.688784,-286.8685269
93.0,47.0,14.2139139,-80.56375,-292.785338
93.0,51.0,14.2139139,-80.56375,-305.074662
93.0,65.0,14.164966,-80.5119594,-346.8685269
93.0,69.0,14.238209399999999,-80.438716,-358.9914731
93.0,74.0,14.3417906,-80.438716,-373.9914731
93.0,80.0,14.164966,-80.5119594,-391.8685269
93.0,80.0,14.238209399999999,-80.688784,-391.8685269
93.0,81.0,14.29,-80.4876639,-395.074662
93.0,83.0,14.164966,-80.6155406,-400.9914731
93.0,92.0,14.164966,-80.6155406,-427.8685269
93.0,93.0,14.29,-80.4876639,-430.785338
45.0,58.0,-32.96,62.44,-474.37
47.0,41.0,195.03,125.59,-179.0
47.0,43.0,195.03,125.59,-213.04
50.0,29.0,576.37,170.92,17.46
55.0,52.0,11.87,179.19,-365.71
57.0,45.0,257.31,211.66,-244.49
59.0,28.0,505.27,257.88,46.67
59.0,31.0,505.27,257.88,-4.39
59.0,32.0,505.27,257.88,-21.41
59.0,33.0,505.27,257.88,-38.43
81.0,39.0,41.6,35.49,-354.14
81.0,47.0,41.6,35.49,-410.21
82.0,32.0,106.94,27.09,-307.94
82.0,34.0,106.94,27.09,-321.96
82.0,44.0,106.94,27.09,-392.04
82.0,45.0,106.94,27.09,-399.05
86.0,45.0,-10.97,6.72,-395.29
87.0,50.0,26.956667,-31.2673361,-302.074662
87.0,59.0,27.081701,-31.1394594,-328.9914731
87.0,65.0,27.0084576,-31.066216,-346.9914731
87.0,78.0,27.081701,-31.1394594,-385.8685269
87.0,94.0,26.956667,-31.19125,-433.683
87.0,95.0,27.0084576,-31.066216,-436.9914731
88.0,40.0,62.623333,-35.16375,-272.177
88.0,62.0,62.571542400000006,-35.288784,-337.9914731
88.0,69.0,62.498299,-35.2155406,-358.8685269
88.0,81.0,62.571542400000006,-35.288784,-394.8685269
88.0,94.0,62.623333,-35.16375,-433.683
88.0,114.0,62.571542400000006,-35.038716,-502.9914731
89.0,66.0,89.29,-58.9226639,-349.785338
89.0,68.0,89.29,-58.9226639,-355.785338
89.0,80.0,89.3660861,-58.99875,-391.785338
89.0,80.0,89.164966,-59.0505406,-391.8685269
89.0,80.0,89.415034,-58.946959400000004,-391.9914731
90.0,59.0,57.3660861,-83.685,-329.074662
90.0,59.0,57.29,-83.6089139,-329.074662
90.0,73.0,57.29,-83.685,-371.177
90.0,73.0,57.29,-83.685,-370.683
91.0,45.0,47.341790599999996,-56.887466,-286.9914731
91.0,53.0,47.415034,-56.960709400000006,-310.9914731
91.0,63.0,47.2382094,-57.137534,-340.9914731
91.0,76.0,47.29,-57.0125,-379.683
91.0,83.0,47.2382094,-56.887466,-400.8685269
92.0,68.0,18.3660861,-51.05375,-356.074662
92.0,69.0,18.29,-51.1298361,-359.074662
92.0,80.0,18.2382094,-50.928716,-391.8685269
92.0,105.0,18.415034,-51.001959400000004,-466.8685269
93.0,27.0,14.3417906,-80.688784,-232.9914731
93.0,33.0,14.415033999999999,-80.5119594,-250.9914731
93.0,62.0,14.3417906,-80.438716,-337.8685269
93.0,68.0,14.164966,-80.6155406,-355.8685269
89.0,41.0,89.415034,-58.946959400000004,-274.8685269
87.0,78.0,27.0084576,-31.066216,-385.8685269
87.0,80.0,26.956667,-31.2673361,-392.074662
92.0,4.0,18.3660861,-51.05375,498.214662
92.0,63.0,18.3660861,-51.05375,-341.074662
88.0,101.0,62.498299,-35.1119594,-454.8685269
88.0,104.0,62.571542400000006,-35.288784,-463.9914731
42.0,5.0,-403.14,3.49,433.72
43.0,8.0,-279.53,23.17,383.46
87.0,21.0,27.081701,-31.1394594,-214.8685269
88.0,26.0,62.547246900000005,-35.16375,-229.785338
92.0,32.0,18.213913899999998,-51.05375,-248.07466200000002
92.0,95.0,18.164966,-51.001959400000004,-436.9914731
93.0,57.0,14.238209399999999,-80.438716,-322.8685269
11.0,52.0,158.94,-345.23,-368.22
14.0,19.0,-413.46,-327.27,193.22
17.0,43.0,-43.27,-267.52,-214.75
17.0,47.0,-43.27,-267.52,-282.83
22.0,14.0,-492.43,-230.16,276.33
22.0,15.0,-492.43,-230.16,259.31
22.0,16.0,-492.43,-230.16,242.29
22.0,18.0,-492.43,-230.16,208.25
22.0,19.0,-492.43,-230.16,191.23
23.0,27.0,-368.93,-210.23,58.0
87.0,50.0,26.9048764,-31.066216,-301.8685269
87.0,50.0,27.0084576,-31.316284,-301.9914731
87.0,59.0,26.9048764,-31.316284,-328.9914731
87.0,59.0,27.0084576,-31.316284,-328.9914731
87.0,78.0,26.9048764,-31.066216,-385.8685269
88.0,89.0,62.571542400000006,-35.288784,-418.8685269
89.0,59.0,89.164966,-59.0505406,-328.9914731
90.0,56.0,57.341790599999996,-83.810034,-319.9914731
90.0,57.0,57.2139139,-83.685,-323.074662
90.0,65.0,57.341790599999996,-83.810034,-346.9914731
90.0,86.0,57.29,-83.7610861,-409.785338
91.0,50.0,47.341790599999996,-56.887466,-301.9914731
91.0,53.0,47.2382094,-57.137534,-310.9914731
91.0,57.0,47.2382094,-57.137534,-322.9914731
91.0,59.0,47.2382094,-57.137534,-328.8685269
91.0,78.0,47.2139139,-57.0125,-386.074662
91.0,102.0,47.341790599999996,-56.887466,-457.8685269
92.0,45.0,18.3417906,-50.928716,-286.9914731
92.0,68.0,18.2382094,-51.178784,-355.8685269
92.0,69.0,18.29,-50.9776639,-359.074662
92.0,95.0,18.164966,-51.001959400000004,-436.8685269
93.0,51.0,14.2139139,-80.56375,-304.785338
93.0,53.0,14.3417906,-80.438716,-310.8685269
93.0,78.0,14.238209399999999,-80.688784,-385.9914731
93.0,81.0,14.238209399999999,-80.438716,-394.8685269
90.0,71.0,57.29,-83.6089139,-365.074662
91.0,63.0,47.2382094,-56.887466,-340.9914731
92.0,75.0,18.415034,-51.1055406,-376.9914731
54.0,29.0,-111.51,159.98,23.95
63.0,25.0,-66.7,276.92,89.33
69.0,19.0,-268.9,354.24,195.16
81.0,16.0,41.6,35.49,-192.94
82.0,13.0,106.94,27.09,-174.78
82.0,17.0,106.94,27.09,-202.81
87.0,26.0,26.831633,-31.2430406,-229.8685269
88.0,37.0,62.623333,-35.16375,-262.683
88.0,62.0,62.748367,-35.2155406,-337.8685269
89.0,23.0,89.415034,-59.0505406,-220.8685269
89.0,68.0,89.29,-59.0748361,-355.785338
91.0,30.0,47.29,-57.0885861,-242.07466200000002
91.0,32.0,47.2382094,-56.887466,-247.8685269
91.0,56.0,47.415034,-56.960709400000006,-319.9914731
92.0,53.0,18.415034,-51.001959400000004,-310.9914731
93.0,32.0,14.366086099999999,-80.56375,-247.785338
8.0,43.0,-211.35,-404.48,-216.24
8.0,44.0,-211.35,-404.48,-233.27
14.0,41.0,-413.46,-327.27,-181.24
14.0,44.0,-413.46,-327.27,-232.3
15.0,43.0,-290.66,-307.38,-210.73
16.0,48.0,-166.4,-287.79,-302.32
16.0,54.0,-166.4,-287.79,-404.32
17.0,51.0,-43.27,-267.52,-350.91
25.0,52.0,-121.77,-171.03,-365.53
25.0,53.0,-121.77,-171.03,-382.55
25.0,55.0,-121.77,-171.03,-416.6
88.0,12.0,62.748367,-35.2155406,248.1314731
89.0,69.0,89.2382094,-59.123784,-358.9914731
89.0,105.0,89.164966,-58.946959400000004,-466.8685269
91.0,53.0,47.2382094,-56.887466,-310.9914731
35.0,11.0,-77.8,-54.33,332.5
35.0,13.0,-77.8,-54.33,298.46
45.0,25.0,-32.96,62.44,87.32
45.0,31.0,-32.96,62.44,-14.81
87.0,11.0,26.956667,-31.19125,273.317
87.0,12.0,27.0084576,-31.316284,248.0085269
87.0,14.0,27.0084576,-31.066216,148.1314731
87.0,51.0,26.956667,-31.2673361,-304.785338
88.0,19.0,62.748367,-35.2155406,-76.99147310000001
88.0,32.0,62.571542400000006,-35.288784,-247.9914731
88.0,77.0,62.6751236,-35.038716,-382.9914731
90.0,54.0,57.415034,-83.6332094,-313.9914731
90.0,57.0,57.2382094,-83.810034,-322.9914731
90.0,66.0,57.415034,-83.7367906,-349.8685269
90.0,75.0,57.29,-83.6089139,-376.785338
91.0,9.0,47.29,-57.0125,323.317
92.0,10.0,18.2382094,-51.178784,298.0085269
93.0,10.0,14.3417906,-80.688784,298.0085269
93.0,12.0,14.238209399999999,-80.438716,248.0085269
90.0,71.0,57.164966,-83.6332094,-364.9914731
91.0,65.0,47.164966,-57.0642906,-346.9914731
91.0,68.0,47.2382094,-56.887466,-355.9914731
93.0,21.0,14.164966,-80.6155406,-214.9914731
29.0,42.0,371.56,-92.18,-195.27
40.0,3.0,544.07,55.89,468.74
40.0,6.0,544.07,55.89,417.68
40.0,7.0,544.07,55.89,400.66
40.0,8.0,544.07,55.89,383.64
40.0,13.0,544.07,55.89,298.54
40.0,15.0,544.07,55.89,264.5
40.0,22.0,544.07,55.89,145.35
49.0,24.0,472.05,127.9,112.8
88.0,30.0,62.623333,-35.2398361,-241.785338
88.0,45.0,62.6994191,-35.16375,-286.785338
88.0,47.0,62.748367,-35.1119594,-292.8685269
88.0,53.0,62.571542400000006,-35.038716,-310.8685269
88.0,69.0,62.571542400000006,-35.038716,-358.9914731
88.0,89.0,62.6994191,-35.16375,-418.785338
88.0,89.0,62.498299,-35.2155406,-418.9914731
90.0,47.0,57.415034,-83.6332094,-292.8685269
90.0,63.0,57.164966,-83.6332094,-340.8685269
90.0,63.0,57.164966,-83.6332094,-340.9914731
90.0,104.0,57.2139139,-83.685,-463.785338
90.0,110.0,57.2382094,-83.810034,-481.9914731
91.0,42.0,47.415034,-56.960709400000006,-277.8685269
92.0,32.0,18.415034,-51.1055406,-247.8685269
92.0,98.0,18.2382094,-50.928716,-445.9914731
92.0,78.0,18.415034,-51.1055406,-385.9914731
89.0,102.0,89.415034,-59.0505406,-457.8685269
93.0,101.0,14.366086099999999,-80.56375,-454.785338
93.0,102.0,14.164966,-80.5119594,-457.9914731
93.0,107.0,14.415033999999999,-80.6155406,-472.9914731
87.0,30.0,27.0327531,-31.19125,-241.785338
87.0,69.0,27.081701,-31.2430406,-358.8685269
90.0,21.0,57.2139139,-83.685,-214.785338
92.0,29.0,18.415034,-51.001959400000004,-238.9914731
92.0,35.0,18.3417906,-51.178784,-256.9914731
92.0,80.0,18.213913899999998,-51.05375,-391.785338
93.0,26.0,14.415033999999999,-80.5119594,-229.9914731
47.0,53.0,195.03,125.59,-383.24
47.0,54.0,195.03,125.59,-400.27
70.0,28.0,-145.45,374.24,42.53
70.0,31.0,-145.45,374.24,-8.54
70.0,34.0,-145.45,374.24,-59.6
71.0,40.0,-21.97,393.24,-163.99
76.0,18.0,-224.09,470.86,213.07
76.0,23.0,-224.09,470.86,127.97
76.0,24.0,-224.09,470.86,110.95
76.0,25.0,-224.09,470.86,93.93
76.0,28.0,-224.09,470.86,42.86
76.0,30.0,-224.09,470.86,8.82
76.0,31.0,-224.09,470.86,-8.2
77.0,27.0,-101.06,490.22,58.95
90.0,35.0,57.164966,-83.6332094,-256.8685269
65.0,9.0,174.47,315.54,376.58
87.0,50.0,26.9048764,-31.066216,-301.9914731
87.0,89.0,26.956667,-31.1151639,-419.074662
89.0,62.0,89.3660861,-58.99875,-338.074662
89.0,101.0,89.2382094,-58.873716,-454.9914731
92.0,105.0,18.29,-51.1298361,-466.785338
93.0,89.0,14.238209399999999,-80.688784,-418.8685269
93.0,93.0,14.2139139,-80.56375,-430.785338
93.0,99.0,14.164966,-80.6155406,-448.8685269
56.0,24.0,132.03,202.98,111.26
64.0,30.0,54.26,292.97,30.95
87.0,26.0,27.081701,-31.1394594,-229.8685269
88.0,87.0,62.6994191,-35.16375,-412.785338
89.0,44.0,89.34179060000001,-59.123784,-283.8685269
90.0,21.0,57.415034,-83.7367906,-214.8685269
91.0,71.0,47.2382094,-56.887466,-364.8685269
87.0,38.0,26.956667,-31.1151639,-265.785338
87.0,38.0,26.880580899999998,-31.19125,-265.785338
87.0,39.0,26.9048764,-31.316284,-268.9914731
92.0,50.0,18.29,-50.9776639,-302.074662
92.0,56.0,18.415034,-51.001959400000004,-319.8685269
93.0,65.0,14.238209399999999,-80.688784,-346.9914731
93.0,90.0,14.415033999999999,-80.5119594,-421.8685269
89.0,30.0,89.3660861,-58.99875,-242.07466200000002
89.0,80.0,89.34179060000001,-59.123784,-391.8685269
91.0,39.0,47.341790599999996,-57.137534,-268.8685269
91.0,39.0,47.415034,-57.0642906,-268.8685269
92.0,75.0,18.2382094,-51.178784,-376.9914731
93.0,42.0,14.366086099999999,-80.56375,-278.074662
19.0,1.0,210.47,-209.77,496.94
27.0,4.0,124.97,-131.25,442.59
28.0,3.0,248.15,-111.87,463.99
28.0,4.0,248.15,-111.87,446.97
28.0,6.0,248.15,-111.87,412.93
79.0,60.0,31.25,-72.93,-503.42
90.0,87.0,57.29,-83.6089139,-412.785338
90.0,92.0,57.415034,-83.6332094,-427.9914731
91.0,92.0,47.164966,-56.960709400000006,-427.9914731
92.0,66.0,18.213913899999998,-51.05375,-349.785338
92.0,98.0,18.2382094,-51.178784,-445.9914731
93.0,68.0,14.29,-80.4876639,-355.785338
93.0,90.0,14.3417906,-80.438716,-421.8685269
87.0,98.0,27.0327531,-31.19125,-445.785338
88.0,8.0,62.498299,-35.2155406,348.0085269
89.0,7.0,89.29,-58.99875,372.823
89.0,8.0,89.21391390000001,-58.99875,348.214662
89.0,8.0,89.29,-59.0748361,348.214662
89.0,8.0,89.2382094,-59.123784,348.1314731
89.0,8.0,89.34179060000001,-59.123784,348.1314731
89.0,8.0,89.415034,-59.0505406,348.1314731
89.0,8.0,89.34179060000001,-59.123784,348.0085269
90.0,8.0,57.415034,-83.7367906,348.0085269
90.0,9.0,57.29,-83.685,322.823
91.0,7.0,47.29,-57.0125,372.823
91.0,12.0,47.2139139,-57.0125,248.214662
89.0,62.0,89.164966,-58.946959400000004,-337.9914731
89.0,26.0,89.3660861,-58.99875,-230.07466200000002
89.0,30.0,89.415034,-58.946959400000004,-241.9914731
89.0,35.0,89.415034,-58.946959400000004,-256.9914731
89.0,65.0,89.3660861,-58.99875,-347.074662
89.0,66.0,89.34179060000001,-58.873716,-349.8685269
89.0,69.0,89.21391390000001,-58.99875,-359.074662
90.0,68.0,57.2139139,-83.685,-356.074662
90.0,68.0,57.29,-83.7610861,-356.074662
92.0,54.0,18.29,-51.1298361,-313.785338
93.0,82.0,14.29,-80.56375,-398.177
9.0,5.0,-88.05,-384.3,431.93
17.0,13.0,-43.27,-267.52,295.88
88.0,47.0,62.571542400000006,-35.038716,-292.8685269
88.0,105.0,62.6751236,-35.288784,-466.9914731
91.0,27.0,47.341790599999996,-56.887466,-232.9914731
92.0,51.0,18.29,-51.1298361,-305.074662
92.0,66.0,18.3660861,-51.05375,-350.074662
92.0,90.0,18.3417906,-50.928716,-421.9914731
93.0,104.0,14.366086099999999,-80.56375,-463.785338
87.0,14.0,26.9048764,-31.066216,148.1314731
87.0,16.0,26.880580899999998,-31.19125,98.21466199999999
88.0,90.0,62.748367,-35.2155406,-421.8685269
88.0,101.0,62.498299,-35.2155406,-454.8685269
91.0,33.0,47.2382094,-57.137534,-250.8685269
92.0,14.0,18.2382094,-50.928716,148.1314731
92.0,14.0,18.213913899999998,-51.05375,147.92533799999998
92.0,93.0,18.3417906,-50.928716,-430.8685269
93.0,69.0,14.164966,-80.6155406,-358.8685269
88.0,33.0,62.6751236,-35.288784,-250.8685269
87.0,30.0,27.0084576,-31.316284,-241.8685269
88.0,23.0,62.748367,-35.2155406,-220.9914731
88.0,27.0,62.748367,-35.2155406,-232.9914731
88.0,41.0,62.6751236,-35.038716,-274.9914731
90.0,42.0,57.3660861,-83.685,-277.785338
91.0,23.0,47.2382094,-57.137534,-220.9914731
27.0,18.0,124.97,-131.25,204.3
28.0,17.0,248.15,-111.87,225.7
89.0,87.0,89.3660861,-58.99875,-413.074662
89.0,95.0,89.3660861,-58.99875,-437.074662
90.0,58.0,57.29,-83.685,-325.683
91.0,83.0,47.341790599999996,-57.137534,-400.8685269
92.0,93.0,18.3660861,-51.05375,-430.785338
93.0,102.0,14.3417906,-80.438716,-457.9914731
64.0,7.0,54.26,292.97,422.43
93.0,30.0,14.29,-80.6398361,-241.785338
93.0,32.0,14.2139139,-80.56375,-247.785338
89.0,29.0,89.34179060000001,-58.873716,-238.9914731
90.0,39.0,57.341790599999996,-83.559966,-268.8685269
90.0,53.0,57.2382094,-83.810034,-310.9914731
90.0,54.0,57.29,-83.7610861,-314.074662
91.0,21.0,47.164966,-57.0642906,-214.9914731
92.0,68.0,18.29,-51.1298361,-355.785338
17.0,15.0,-43.27,-267.52,261.83
25.0,3.0,-121.77,-171.03,468.23
25.0,21.0,-121.77,-171.03,161.86
87.0,86.0,27.0327531,-31.19125,-410.074662
88.0,99.0,62.571542400000006,-35.288784,-448.9914731
91.0,93.0,47.341790599999996,-57.137534,-430.8685269
91.0,95.0,47.29,-57.0885861,-436.785338
91.0,98.0,47.341790599999996,-57.137534,-445.9914731
92.0,93.0,18.415034,-51.001959400000004,-430.9914731
54.0,20.0,-111.51,159.98,177.14
54.0,23.0,-111.51,159.98,126.08
62.0,1.0,-189.98,257.42,501.35
62.0,24.0,-189.98,257.42,109.88
63.0,11.0,-66.7,276.92,327.62
63.0,16.0,-66.7,276.92,242.51
70.0,5.0,-145.45,374.24,434.0
70.0,6.0,-145.45,374.24,416.98
76.0,3.0,-224.09,470.86,468.38
79.0,13.0,31.25,-72.93,-173.15
87.0,44.0,27.081701,-31.2430406,-283.9914731
87.0,78.0,26.956667,-31.2673361,-386.074662
88.0,45.0,62.571542400000006,-35.038716,-286.9914731
88.0,53.0,62.6751236,-35.038716,-310.8685269
89.0,71.0,89.164966,-59.0505406,-364.8685269
89.0,71.0,89.34179060000001,-59.123784,-364.9914731
89.0,94.0,89.29,-58.99875,-433.683
90.0,33.0,57.2139139,-83.685,-250.785338
91.0,23.0,47.2382094,-56.887466,-220.9914731
91.0,29.0,47.164966,-56.960709400000006,-238.8685269
91.0,41.0,47.2382094,-56.887466,-274.9914731
91.0,45.0,47.2382094,-57.137534,-286.8685269
91.0,47.0,47.164966,-57.0642906,-292.9914731
92.0,23.0,18.415034,-51.1055406,-220.9914731
92.0,26.0,18.2382094,-51.178784,-229.9914731
92.0,29.0,18.3417906,-50.928716,-238.9914731
92.0,41.0,18.3660861,-51.05375,-275.074662
93.0,23.0,14.238209399999999,-80.688784,-220.9914731
93.0,30.0,14.3417906,-80.438716,-241.9914731
93.0,32.0,14.3417906,-80.688784,-247.8685269
93.0,33.0,14.415033999999999,-80.6155406,-250.9914731
93.0,35.0,14.238209399999999,-80.688784,-256.8685269
93.0,42.0,14.2139139,-80.56375,-277.785338
93.0,45.0,14.3417906,-80.438716,-286.8685269
93.0,47.0,14.164966,-80.5119594,-292.9914731
93.0,57.0,14.3417906,-80.688784,-322.8685269
87.0,105.0,27.081701,-31.1394594,-466.8685269
88.0,100.0,62.623333,-35.16375,-452.177
90.0,78.0,57.29,-83.6089139,-386.074662
90.0,81.0,57.164966,-83.7367906,-394.9914731
92.0,71.0,18.3417906,-50.928716,-364.9914731
93.0,93.0,14.415033999999999,-80.5119594,-430.9914731
87.0,39.0,26.956667,-31.2673361,-269.074662
88.0,51.0,62.6994191,-35.16375,-305.074662
88.0,59.0,62.547246900000005,-35.16375,-328.785338
93.0,93.0,14.238209399999999,-80.438716,-430.8685269
93.0,93.0,14.238209399999999,-80.438716,-430.9914731
57.0,20.0,257.31,211.66,181.03
57.0,30.0,257.31,211.66,10.82
57.0,31.0,257.31,211.66,-6.2
57.0,36.0,257.31,211.66,-91.3
66.0,5.0,303.41,335.64,444.87
66.0,9.0,303.41,335.64,376.79
66.0,10.0,303.41,335.64,359.77
66.0,14.0,303.41,335.64,291.68
90.0,66.0,57.341790599999996,-83.559966,-349.9914731
91.0,63.0,47.415034,-56.960709400000006,-340.9914731
91.0,92.0,47.415034,-57.0642906,-427.8685269
44.0,6.0,-156.23,43.37,415.73
44.0,7.0,-156.23,43.37,398.71
44.0,10.0,-156.23,43.37,347.65
87.0,14.0,26.880580899999998,-31.19125,148.214662
90.0,42.0,57.2382094,-83.559966,-277.8685269
88.0,77.0,62.498299,-35.1119594,-382.9914731
88.0,81.0,62.6751236,-35.288784,-394.8685269
90.0,38.0,57.341790599999996,-83.559966,-265.9914731
90.0,44.0,57.2139139,-83.685,-284.074662
91.0,33.0,47.29,-57.0885861,-251.07466200000002
92.0,102.0,18.164966,-51.001959400000004,-457.8685269
92.0,104.0,18.29,-51.1298361,-463.785338
93.0,53.0,14.164966,-80.6155406,-310.8685269
93.0,59.0,14.29,-80.6398361,-329.074662
87.0,47.0,27.081701,-31.1394594,-292.9914731
88.0,87.0,62.748367,-35.2155406,-412.9914731
89.0,93.0,89.34179060000001,-58.873716,-430.8685269
92.0,57.0,18.3417906,-51.178784,-322.8685269
